interaction_id,lead_id,employee_id,interaction_date,interaction_type,customer_response,objection_category,follow_up_required,next_follow_up_date,interaction_outcome,remarks
24536,8802,4,2024-09-29,Call,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
24537,8803,6,2024-03-14,Call,Need Time,Travel Date Issue,False,,Quotation Shared,Requested a different departure date.
24538,8804,7,2024-03-20,WhatsApp,Interested,No Objection,True,2024-03-23,Follow-up Scheduled,Quotation shared successfully.
24539,8804,9,2024-03-22,Call,Interested,No Objection,True,2024-03-29,Follow-up Scheduled,Quotation shared successfully.
24540,8804,1,2024-03-30,Call,Need Time,Competitor,False,,Quotation Shared,Customer is comparing another travel company.
24541,8805,1,2025-10-29,Call,Need Time,Travel Date Issue,False,,Quotation Shared,Requested a different departure date.
24542,8806,1,2025-05-29,WhatsApp,Interested,No Objection,True,2025-06-03,Converted,Quotation shared successfully.
24543,8806,11,2025-05-31,Call,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
24544,8807,5,2024-04-23,Call,No Response,No Objection,False,,Quotation Shared,Quotation shared successfully.
24545,8808,4,2024-07-08,Call,Very Interested,No Objection,True,2024-07-15,Converted,Customer is interested in proceeding.
24546,8808,7,2024-07-10,Call,Interested,No Objection,True,2024-07-17,Converted,Booking confirmed.
24547,8808,11,2024-07-11,Call,Very Interested,No Objection,True,2024-07-13,Converted,Customer is interested in proceeding.
24548,8808,2,2024-07-17,Email,Interested,No Objection,True,2024-07-20,Converted,Booking confirmed.
24549,8808,3,2024-07-20,SMS,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
24550,8809,11,2026-07-18,Call,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
24551,8810,4,2024-08-04,Call,Very Interested,No Objection,True,2024-08-11,Converted,Booking confirmed.
24552,8810,11,2024-08-05,Call,Interested,No Objection,True,2024-08-12,Converted,Booking confirmed.
24553,8810,10,2024-08-11,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24554,8812,3,2026-02-16,Call,Very Interested,No Objection,True,2026-02-18,Converted,Quotation shared successfully.
24555,8812,6,2026-02-22,WhatsApp,Very Interested,No Objection,True,2026-02-24,Converted,Customer appreciated the itinerary.
24556,8812,11,2026-02-22,Call,Interested,No Objection,True,2026-03-01,Converted,Customer is interested in proceeding.
24557,8812,6,2026-03-04,Call,Very Interested,No Objection,False,,Converted,Booking confirmed.
24558,8813,2,2026-01-25,Call,Interested,No Objection,True,2026-01-29,Converted,Customer is interested in proceeding.
24559,8813,2,2026-01-27,Call,Interested,No Objection,True,2026-02-03,Converted,Quotation shared successfully.
24560,8813,3,2026-02-01,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24561,8814,11,2025-11-16,WhatsApp,Very Interested,No Objection,True,2025-11-20,Converted,Booking confirmed.
24562,8814,7,2025-11-21,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24563,8815,3,2023-10-09,Call,Not Interested,Budget Issue,True,2023-10-13,Lost,Waiting for salary before confirming.
24564,8815,7,2023-10-11,Call,Not Interested,Budget Issue,True,2023-10-13,Lost,Budget exceeds customer's expectation.
24565,8815,1,2023-10-14,Email,Not Interested,Travel Date Issue,True,2023-10-19,Lost,Requested a different departure date.
24566,8815,2,2023-10-19,WhatsApp,No Response,No Objection,True,2023-10-26,Lost,Customer appreciated the itinerary.
24567,8815,8,2023-10-27,Call,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
24568,8816,12,2024-03-30,SMS,Need More Information,Budget Issue,True,2024-04-03,Follow-up Scheduled,Waiting for salary before confirming.
24569,8816,9,2024-04-01,Email,Need Time,Budget Issue,False,,Quotation Shared,Waiting for salary before confirming.
24570,8817,3,2024-02-15,WhatsApp,Very Interested,No Objection,True,2024-02-19,Converted,Quotation shared successfully.
24571,8817,8,2024-02-17,WhatsApp,Interested,No Objection,True,2024-02-23,Converted,Quotation shared successfully.
24572,8817,11,2024-02-26,Call,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24573,8818,7,2023-11-06,Call,Very Interested,No Objection,True,2023-11-08,Converted,Customer appreciated the itinerary.
24574,8818,5,2023-11-09,WhatsApp,Interested,No Objection,True,2023-11-12,Converted,Customer is interested in proceeding.
24575,8818,7,2023-11-10,Call,Very Interested,No Objection,True,2023-11-14,Converted,Customer appreciated the itinerary.
24576,8818,7,2023-11-16,WhatsApp,Very Interested,No Objection,True,2023-11-22,Converted,Customer appreciated the itinerary.
24577,8818,7,2023-11-23,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24578,8819,2,2026-01-20,WhatsApp,No Response,No Objection,True,2026-01-23,Follow-up Scheduled,Quotation shared successfully.
24579,8819,1,2026-01-21,Call,No Response,No Objection,False,,Quotation Shared,Quotation shared successfully.
24580,8820,7,2026-02-16,SMS,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
24581,8821,1,2025-09-08,Email,Very Interested,No Objection,True,2025-09-11,Converted,Customer is interested in proceeding.
24582,8821,11,2025-09-10,Email,Very Interested,No Objection,True,2025-09-17,Converted,Booking confirmed.
24583,8821,12,2025-09-13,Call,Interested,No Objection,True,2025-09-20,Converted,Booking confirmed.
24584,8821,11,2025-09-16,Email,Interested,No Objection,False,,Converted,Booking confirmed.
24585,8822,3,2026-07-28,Call,No Response,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
24586,8823,1,2025-09-08,Call,Interested,No Objection,True,2025-09-14,Converted,Customer is interested in proceeding.
24587,8823,12,2025-09-11,Call,Very Interested,No Objection,True,2025-09-16,Converted,Booking confirmed.
24588,8823,1,2025-09-10,Call,Very Interested,No Objection,True,2025-09-16,Converted,Quotation shared successfully.
24589,8823,2,2025-09-14,WhatsApp,Very Interested,No Objection,True,2025-09-16,Converted,Booking confirmed.
24590,8823,12,2025-09-24,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24591,8824,6,2024-02-04,Call,Interested,No Objection,True,2024-02-06,Converted,Customer is interested in proceeding.
24592,8824,11,2024-02-09,Call,Very Interested,No Objection,True,2024-02-16,Converted,Customer appreciated the itinerary.
24593,8824,9,2024-02-13,Call,Very Interested,No Objection,True,2024-02-17,Converted,Customer appreciated the itinerary.
24594,8824,4,2024-02-19,Call,Interested,No Objection,True,2024-02-21,Converted,Booking confirmed.
24595,8824,9,2024-02-21,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24596,8825,4,2026-03-06,Call,Interested,No Objection,True,2026-03-13,Follow-up Scheduled,Customer is interested in proceeding.
24597,8825,6,2026-03-11,WhatsApp,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
24598,8826,6,2024-06-06,Email,Interested,No Objection,True,2024-06-12,Converted,Booking confirmed.
24599,8826,5,2024-06-12,Email,Very Interested,No Objection,True,2024-06-15,Converted,Quotation shared successfully.
24600,8826,7,2024-06-09,Call,Interested,No Objection,False,,Converted,Booking confirmed.
24601,8827,12,2025-09-01,Email,Need Time,Office Leave,True,2025-09-05,Follow-up Scheduled,Waiting for office leave approval.
24602,8827,1,2025-09-03,Call,No Response,No Objection,False,,Quotation Shared,Quotation shared successfully.
24603,8828,11,2025-03-20,Call,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
24604,8829,9,2025-08-31,WhatsApp,Interested,No Objection,True,2025-09-06,Converted,Customer appreciated the itinerary.
24605,8829,3,2025-09-03,WhatsApp,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24606,8830,8,2025-06-05,Call,Interested,No Objection,True,2025-06-12,Converted,Customer appreciated the itinerary.
24607,8830,10,2025-06-10,Call,Very Interested,No Objection,True,2025-06-15,Converted,Quotation shared successfully.
24608,8830,9,2025-06-12,WhatsApp,Interested,No Objection,True,2025-06-18,Converted,Quotation shared successfully.
24609,8830,4,2025-06-15,WhatsApp,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24610,8831,12,2026-08-14,Call,Interested,No Objection,True,2026-08-20,Follow-up Scheduled,Booking confirmed.
24611,8831,12,2026-08-17,Call,Need Time,Payment Issue,False,,Quotation Shared,Payment method discussion pending.
24612,8832,2,2024-02-06,Call,Not Interested,No Objection,True,2024-02-10,Lost,Booking confirmed.
24613,8832,4,2024-02-09,Call,Not Interested,Budget Issue,False,,Lost,Waiting for salary before confirming.
24614,8833,3,2024-10-11,WhatsApp,Very Interested,No Objection,True,2024-10-15,Converted,Customer appreciated the itinerary.
24615,8833,5,2024-10-16,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24616,8834,3,2025-09-02,SMS,Interested,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
24617,8835,3,2025-08-31,Call,Need Time,Need Customization,True,2025-09-05,Follow-up Scheduled,Asked to include extra sightseeing.
24618,8835,8,2025-09-06,Call,Need Time,Family Decision,True,2025-09-13,Follow-up Scheduled,Waiting for family confirmation.
24619,8835,9,2025-09-09,Call,Need More Information,Budget Issue,True,2025-09-11,Follow-up Scheduled,Customer requested a lower-priced package.
24620,8835,2,2025-09-13,SMS,Need More Information,Travel Date Issue,False,,Quotation Shared,Travel dates do not match schedule.
24621,8836,4,2026-03-19,Call,Very Interested,No Objection,True,2026-03-25,Converted,Booking confirmed.
24622,8836,5,2026-03-25,SMS,Very Interested,No Objection,True,2026-04-01,Converted,Quotation shared successfully.
24623,8836,5,2026-03-30,SMS,Very Interested,No Objection,True,2026-04-03,Converted,Customer is interested in proceeding.
24624,8836,4,2026-03-31,Call,Very Interested,No Objection,True,2026-04-07,Converted,Booking confirmed.
24625,8836,11,2026-04-02,Email,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24626,8837,5,2024-11-17,Call,Very Interested,No Objection,True,2024-11-24,Converted,Customer is interested in proceeding.
24627,8837,3,2024-11-20,Call,Very Interested,No Objection,False,,Converted,Booking confirmed.
24628,8838,4,2026-08-25,Email,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
24629,8839,8,2026-01-13,WhatsApp,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
24630,8840,7,2025-02-03,Call,No Response,No Objection,True,2025-02-05,Lost,Booking confirmed.
24631,8840,2,2025-02-03,Call,Not Interested,Travel Date Issue,True,2025-02-08,Lost,Office leave not approved yet.
24632,8840,4,2025-02-06,Call,Not Interested,Family Decision,True,2025-02-09,Lost,Waiting for family confirmation.
24633,8840,10,2025-02-17,WhatsApp,Not Interested,Budget Issue,False,,Lost,Waiting for salary before confirming.
24634,8841,9,2026-05-19,WhatsApp,No Response,No Objection,True,2026-05-23,Lost,Quotation shared successfully.
24635,8841,5,2026-05-26,WhatsApp,No Response,No Objection,False,,Lost,Customer is interested in proceeding.
24636,8842,3,2026-05-20,Email,Interested,No Objection,True,2026-05-24,Converted,Booking confirmed.
24637,8842,8,2026-05-26,WhatsApp,Very Interested,No Objection,True,2026-05-28,Converted,Booking confirmed.
24638,8842,5,2026-05-27,Email,Very Interested,No Objection,True,2026-05-30,Converted,Quotation shared successfully.
24639,8842,7,2026-06-03,Call,Very Interested,No Objection,True,2026-06-06,Converted,Booking confirmed.
24640,8842,8,2026-05-29,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24641,8843,11,2026-01-20,Call,Interested,No Objection,True,2026-01-27,Converted,Quotation shared successfully.
24642,8843,1,2026-01-25,Call,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24643,8844,6,2024-03-17,Call,Need More Information,Travel Date Issue,True,2024-03-19,Follow-up Scheduled,Requested a different departure date.
24644,8844,12,2024-03-22,WhatsApp,Interested,No Objection,True,2024-03-28,Follow-up Scheduled,Booking confirmed.
24645,8844,10,2024-03-20,Email,Interested,No Objection,True,2024-03-22,Follow-up Scheduled,Quotation shared successfully.
24646,8844,1,2024-03-26,WhatsApp,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
24647,8845,5,2026-08-11,Call,Need More Information,Payment Issue,True,2026-08-17,Follow-up Scheduled,Payment method discussion pending.
24648,8845,12,2026-08-11,Email,Need Time,Competitor,True,2026-08-14,Follow-up Scheduled,Waiting for competitor quotation.
24649,8845,12,2026-08-13,Call,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
24650,8846,11,2025-04-03,WhatsApp,Very Interested,No Objection,True,2025-04-07,Converted,Booking confirmed.
24651,8846,1,2025-04-04,WhatsApp,Very Interested,No Objection,False,,Converted,Booking confirmed.
24652,8847,2,2024-05-18,Call,Interested,No Objection,True,2024-05-23,Converted,Customer appreciated the itinerary.
24653,8847,1,2024-05-24,Email,Very Interested,No Objection,True,2024-05-31,Converted,Customer is interested in proceeding.
24654,8847,5,2024-05-30,WhatsApp,Interested,No Objection,True,2024-06-03,Converted,Booking confirmed.
24655,8847,8,2024-05-28,WhatsApp,Very Interested,No Objection,True,2024-06-03,Converted,Customer is interested in proceeding.
24656,8847,10,2024-05-27,SMS,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24657,8848,9,2024-03-06,Call,Very Interested,No Objection,True,2024-03-12,Converted,Booking confirmed.
24658,8848,11,2024-03-08,Call,Interested,No Objection,True,2024-03-13,Converted,Booking confirmed.
24659,8848,5,2024-03-15,WhatsApp,Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24660,8849,3,2026-01-20,WhatsApp,No Response,No Objection,False,,Quotation Shared,Quotation shared successfully.
24661,8850,1,2023-12-26,Call,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
24662,8851,4,2026-04-06,WhatsApp,Interested,No Objection,True,2026-04-08,Follow-up Scheduled,Customer appreciated the itinerary.
24663,8851,3,2026-04-12,SMS,Interested,No Objection,True,2026-04-14,Follow-up Scheduled,Customer is interested in proceeding.
24664,8851,1,2026-04-09,Call,Need Time,Travel Date Issue,False,,Quotation Shared,Requested a different departure date.
24665,8852,3,2024-12-03,Call,Need Time,Budget Issue,True,2024-12-09,Follow-up Scheduled,Budget exceeds customer's expectation.
24666,8852,11,2024-12-07,WhatsApp,Need More Information,Travel Date Issue,False,,Quotation Shared,Requested a different departure date.
24667,8853,10,2024-12-28,Call,Very Interested,No Objection,True,2024-12-30,Converted,Customer is interested in proceeding.
24668,8853,6,2024-12-30,WhatsApp,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24669,8854,11,2024-03-31,Call,Interested,No Objection,True,2024-04-05,Converted,Customer is interested in proceeding.
24670,8854,8,2024-04-05,Call,Very Interested,No Objection,True,2024-04-11,Converted,Booking confirmed.
24671,8854,3,2024-04-06,WhatsApp,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24672,8855,1,2025-05-08,Call,Interested,No Objection,True,2025-05-13,Converted,Booking confirmed.
24673,8855,1,2025-05-10,Call,Interested,No Objection,True,2025-05-14,Converted,Customer is interested in proceeding.
24674,8855,4,2025-05-18,Call,Very Interested,No Objection,True,2025-05-21,Converted,Booking confirmed.
24675,8855,11,2025-05-13,Call,Very Interested,No Objection,True,2025-05-18,Converted,Quotation shared successfully.
24676,8855,12,2025-05-28,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24677,8856,9,2026-05-14,Call,Need Time,Family Decision,True,2026-05-18,Follow-up Scheduled,Spouse approval pending.
24678,8856,9,2026-05-17,Call,No Response,No Objection,False,,Quotation Shared,Booking confirmed.
24679,8857,8,2025-11-05,Call,Need Time,Travel Date Issue,True,2025-11-08,Follow-up Scheduled,Office leave not approved yet.
24680,8857,10,2025-11-09,Call,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
24681,8858,6,2025-05-12,Call,Interested,No Objection,True,2025-05-15,Converted,Booking confirmed.
24682,8858,2,2025-05-15,Email,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
24683,8859,6,2024-05-15,WhatsApp,Interested,No Objection,True,2024-05-18,Converted,Quotation shared successfully.
24684,8859,2,2024-05-16,Call,Interested,No Objection,True,2024-05-20,Converted,Booking confirmed.
24685,8859,11,2024-05-18,WhatsApp,Very Interested,No Objection,True,2024-05-20,Converted,Booking confirmed.
24686,8859,4,2024-05-26,WhatsApp,Interested,No Objection,True,2024-06-01,Converted,Booking confirmed.
24687,8859,4,2024-05-27,WhatsApp,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24688,8860,10,2024-02-12,Call,No Response,No Objection,True,2024-02-19,Follow-up Scheduled,Customer is interested in proceeding.
24689,8860,9,2024-02-12,WhatsApp,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
24690,8861,9,2026-05-06,Call,No Response,No Objection,True,2026-05-10,Lost,Booking confirmed.
24691,8861,7,2026-05-10,Email,Not Interested,Payment Issue,False,,Lost,Requested EMI option.
24692,8862,9,2023-10-23,Call,Interested,No Objection,False,,Quotation Shared,Quotation shared successfully.
24693,8863,1,2025-07-04,Call,Very Interested,No Objection,True,2025-07-07,Converted,Customer appreciated the itinerary.
24694,8863,11,2025-07-04,SMS,Very Interested,No Objection,True,2025-07-10,Converted,Customer appreciated the itinerary.
24695,8863,6,2025-07-12,Email,Interested,No Objection,True,2025-07-15,Converted,Customer is interested in proceeding.
24696,8863,8,2025-07-15,Call,Interested,No Objection,True,2025-07-17,Converted,Customer appreciated the itinerary.
24697,8863,3,2025-07-23,WhatsApp,Interested,No Objection,False,,Converted,Quotation shared successfully.
24698,8864,6,2025-06-08,Email,No Response,No Objection,True,2025-06-11,Lost,Booking confirmed.
24699,8864,11,2025-06-08,Call,Not Interested,Competitor,True,2025-06-15,Lost,Waiting for competitor quotation.
24700,8864,8,2025-06-13,Call,No Response,No Objection,True,2025-06-20,Lost,Customer appreciated the itinerary.
24701,8864,1,2025-06-21,Call,No Response,No Objection,False,,Lost,Quotation shared successfully.
24702,8865,7,2024-02-14,Call,Need Time,Competitor,True,2024-02-17,Follow-up Scheduled,Waiting for competitor quotation.
24703,8865,8,2024-02-16,Call,Need Time,Budget Issue,True,2024-02-22,Follow-up Scheduled,Budget exceeds customer's expectation.
24704,8865,11,2024-02-17,WhatsApp,Need More Information,Budget Issue,False,,Quotation Shared,Waiting for salary before confirming.
24705,8866,11,2024-12-10,Call,Interested,No Objection,True,2024-12-17,Converted,Customer is interested in proceeding.
24706,8866,6,2024-12-14,WhatsApp,Interested,No Objection,True,2024-12-21,Converted,Customer is interested in proceeding.
24707,8866,4,2024-12-18,WhatsApp,Very Interested,No Objection,True,2024-12-21,Converted,Customer is interested in proceeding.
24708,8866,3,2024-12-20,WhatsApp,Very Interested,No Objection,True,2024-12-23,Converted,Booking confirmed.
24709,8866,12,2024-12-28,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24710,8867,4,2024-08-23,Call,Need More Information,Travel Date Issue,True,2024-08-30,Follow-up Scheduled,Travel dates do not match schedule.
24711,8867,11,2024-08-28,WhatsApp,Need Time,Payment Issue,True,2024-09-03,Follow-up Scheduled,Requested EMI option.
24712,8867,3,2024-08-30,Call,Need More Information,Family Decision,True,2024-09-01,Follow-up Scheduled,Waiting for family confirmation.
24713,8867,1,2024-09-03,Call,Need More Information,Family Decision,False,,Quotation Shared,Spouse approval pending.
24714,8868,1,2024-02-08,WhatsApp,Not Interested,Need Customization,True,2024-02-15,Lost,Customer requested a customized itinerary.
24715,8868,3,2024-02-13,Call,Not Interested,Competitor,True,2024-02-15,Lost,Customer is comparing another travel company.
24716,8868,12,2024-02-15,Email,No Response,No Objection,False,,Lost,Customer appreciated the itinerary.
24717,8869,10,2024-06-10,Call,Need More Information,Budget Issue,True,2024-06-15,Follow-up Scheduled,Customer requested a lower-priced package.
24718,8869,5,2024-06-13,Call,Interested,No Objection,True,2024-06-16,Follow-up Scheduled,Customer is interested in proceeding.
24719,8869,3,2024-06-13,Call,Need More Information,Competitor,False,,Quotation Shared,Customer is comparing another travel company.
24720,8870,9,2024-04-28,Call,Very Interested,No Objection,True,2024-05-05,Converted,Customer is interested in proceeding.
24721,8870,5,2024-04-29,WhatsApp,Interested,No Objection,True,2024-05-04,Converted,Customer is interested in proceeding.
24722,8870,3,2024-05-03,Call,Very Interested,No Objection,True,2024-05-07,Converted,Quotation shared successfully.
24723,8870,1,2024-05-08,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
24724,8871,5,2024-01-30,Call,Interested,No Objection,True,2024-02-04,Converted,Booking confirmed.
24725,8871,5,2024-02-05,Email,Interested,No Objection,True,2024-02-11,Converted,Customer appreciated the itinerary.
24726,8871,2,2024-02-07,WhatsApp,Very Interested,No Objection,True,2024-02-11,Converted,Booking confirmed.
24727,8871,3,2024-02-13,Call,Very Interested,No Objection,True,2024-02-18,Converted,Booking confirmed.
24728,8871,2,2024-02-20,Call,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
24729,8872,5,2025-04-15,Call,Not Interested,Travel Date Issue,True,2025-04-17,Lost,Office leave not approved yet.
24730,8872,5,2025-04-20,Call,No Response,No Objection,True,2025-04-22,Lost,Quotation shared successfully.
24731,8872,5,2025-04-22,Email,Not Interested,Travel Date Issue,False,,Lost,Office leave not approved yet.
24732,8873,10,2024-07-09,Email,No Response,No Objection,True,2024-07-14,Follow-up Scheduled,Booking confirmed.
24733,8873,9,2024-07-16,Email,No Response,No Objection,False,,Quotation Shared,Quotation shared successfully.
24734,8874,3,2025-06-10,Call,No Response,No Objection,False,,Quotation Shared,Quotation shared successfully.
24735,8875,6,2023-12-24,Email,Not Interested,Budget Issue,True,2023-12-28,Lost,Waiting for salary before confirming.
24736,8875,2,2023-12-25,Email,No Response,No Objection,True,2024-01-01,Lost,Quotation shared successfully.
24737,8875,2,2023-12-31,WhatsApp,No Response,No Objection,True,2024-01-06,Lost,Quotation shared successfully.
24738,8875,7,2023-12-29,Call,Not Interested,Budget Issue,True,2024-01-04,Lost,Waiting for salary before confirming.
24739,8875,8,2024-01-10,WhatsApp,Not Interested,Budget Issue,True,2024-01-14,Lost,Customer requested a lower-priced package.
24740,8875,8,2024-01-07,Call,No Response,No Objection,False,,Lost,Booking confirmed.
24741,8876,5,2026-07-15,Email,Very Interested,No Objection,True,2026-07-17,Converted,Quotation shared successfully.
24742,8876,12,2026-07-16,Call,Very Interested,No Objection,True,2026-07-22,Converted,Quotation shared successfully.
24743,8876,3,2026-07-26,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
24744,8877,1,2023-09-12,Email,Interested,No Objection,True,2023-09-17,Follow-up Scheduled,Quotation shared successfully.
24745,8877,5,2023-09-14,Email,Interested,No Objection,True,2023-09-18,Follow-up Scheduled,Customer appreciated the itinerary.
24746,8877,12,2023-09-19,WhatsApp,Need More Information,Competitor,True,2023-09-24,Follow-up Scheduled,Customer is comparing another travel company.
24747,8877,11,2023-09-21,WhatsApp,Need Time,Competitor,False,,Quotation Shared,Waiting for competitor quotation.
24748,8878,3,2025-07-01,SMS,Need Time,Travel Date Issue,False,,Quotation Shared,Requested a different departure date.
24749,8879,8,2026-05-16,Call,Interested,No Objection,True,2026-05-20,Converted,Booking confirmed.
24750,8879,3,2026-05-19,Call,Interested,No Objection,False,,Converted,Quotation shared successfully.
24751,8880,5,2025-04-11,WhatsApp,Not Interested,Travel Date Issue,True,2025-04-13,Lost,Office leave not approved yet.
24752,8880,10,2025-04-12,Call,Not Interested,Family Decision,False,,Lost,Spouse approval pending.
24753,8881,2,2024-01-28,Call,Need Time,Need Customization,True,2024-01-31,Follow-up Scheduled,Customer requested a customized itinerary.
24754,8881,2,2024-02-01,Call,Need Time,Budget Issue,False,,Quotation Shared,Waiting for salary before confirming.
24755,8882,6,2025-12-02,Email,Need Time,Need Customization,True,2025-12-08,Follow-up Scheduled,Asked to include extra sightseeing.
24756,8882,9,2025-12-08,Call,Need Time,Budget Issue,False,,Quotation Shared,Waiting for salary before confirming.
24757,8883,8,2025-05-25,Call,Interested,No Objection,False,,Quotation Shared,Booking confirmed.
24758,8884,11,2024-09-28,Call,Very Interested,No Objection,True,2024-10-04,Converted,Customer is interested in proceeding.
24759,8884,3,2024-09-28,Call,Interested,No Objection,True,2024-10-02,Converted,Booking confirmed.
24760,8884,4,2024-10-05,Email,Interested,No Objection,True,2024-10-12,Converted,Quotation shared successfully.
24761,8884,10,2024-10-07,Call,Very Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24762,8885,3,2023-10-07,Call,Need Time,Travel Date Issue,True,2023-10-12,Follow-up Scheduled,Requested a different departure date.
24763,8885,8,2023-10-12,Call,Need More Information,Need Customization,False,,Quotation Shared,Asked to include extra sightseeing.
24764,8886,5,2023-09-16,Email,Interested,No Objection,True,2023-09-19,Follow-up Scheduled,Booking confirmed.
24765,8886,7,2023-09-17,SMS,Interested,No Objection,True,2023-09-22,Follow-up Scheduled,Quotation shared successfully.
24766,8886,8,2023-09-24,Call,Need Time,Budget Issue,False,,Quotation Shared,Budget exceeds customer's expectation.
24767,8887,5,2025-10-26,Email,No Response,No Objection,False,,Quotation Shared,Quotation shared successfully.
24768,8889,11,2026-06-30,WhatsApp,Interested,No Objection,True,2026-07-02,Converted,Booking confirmed.
24769,8889,1,2026-07-01,WhatsApp,Interested,No Objection,False,,Converted,Quotation shared successfully.
24770,8890,3,2025-08-02,SMS,Interested,No Objection,True,2025-08-09,Converted,Quotation shared successfully.
24771,8890,9,2025-08-04,WhatsApp,Very Interested,No Objection,True,2025-08-08,Converted,Quotation shared successfully.
24772,8890,6,2025-08-06,Call,Interested,No Objection,False,,Converted,Customer is interested in proceeding.
24773,8891,3,2023-10-29,Call,No Response,No Objection,True,2023-11-01,Lost,Quotation shared successfully.
24774,8891,4,2023-11-05,Call,No Response,No Objection,True,2023-11-10,Lost,Booking confirmed.
24775,8891,12,2023-11-07,WhatsApp,No Response,No Objection,True,2023-11-11,Lost,Quotation shared successfully.
24776,8891,11,2023-11-07,Call,Not Interested,Health Issue,True,2023-11-13,Lost,Customer postponed due to health reasons.
24777,8891,6,2023-11-14,Call,No Response,No Objection,False,,Lost,Booking confirmed.
24778,8892,7,2025-04-04,Call,Need Time,Health Issue,True,2025-04-09,Follow-up Scheduled,Customer postponed due to health reasons.
24779,8892,4,2025-04-06,Call,Interested,No Objection,False,,Quotation Shared,Customer is interested in proceeding.
24780,8893,6,2024-08-14,Call,No Response,No Objection,True,2024-08-17,Follow-up Scheduled,Customer appreciated the itinerary.
24781,8893,8,2024-08-18,WhatsApp,Need Time,Travel Date Issue,False,,Quotation Shared,Travel dates do not match schedule.
24782,8894,12,2023-09-30,Call,Very Interested,No Objection,True,2023-10-02,Converted,Customer is interested in proceeding.
24783,8894,3,2023-10-04,Call,Very Interested,No Objection,True,2023-10-08,Converted,Booking confirmed.
24784,8894,9,2023-10-10,Call,Very Interested,No Objection,False,,Converted,Customer appreciated the itinerary.
24785,8895,10,2025-09-01,WhatsApp,Need More Information,Competitor,True,2025-09-08,Follow-up Scheduled,Waiting for competitor quotation.
24786,8895,9,2025-09-07,WhatsApp,Need Time,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
24787,8896,5,2025-02-23,Call,Interested,No Objection,True,2025-02-25,Converted,Booking confirmed.
24788,8896,2,2025-02-27,WhatsApp,Very Interested,No Objection,True,2025-03-02,Converted,Quotation shared successfully.
24789,8896,8,2025-03-04,WhatsApp,Very Interested,No Objection,False,,Converted,Quotation shared successfully.
24790,8898,5,2024-07-20,WhatsApp,Not Interested,Budget Issue,True,2024-07-26,Lost,Budget exceeds customer's expectation.
24791,8898,8,2024-07-24,Call,No Response,No Objection,True,2024-07-29,Lost,Quotation shared successfully.
24792,8898,9,2024-07-29,Call,No Response,No Objection,False,,Lost,Booking confirmed.
24793,8899,11,2023-11-09,Email,No Response,No Objection,False,,Quotation Shared,Customer appreciated the itinerary.
24794,8900,6,2024-01-02,Call,No Response,No Objection,True,2024-01-07,Lost,Quotation shared successfully.
