customer_campaign_id,customer_id,campaign_id,acquisition_date,first_touch,conversion_date
4486,4486,30,2026-05-16,Paid Ads,2026-06-06
4487,4487,21,2026-05-07,Paid Ads,2026-05-17
4488,4488,26,2025-09-17,Paid Ads,2025-10-05
4489,4489,20,2025-11-10,Email,2025-11-20
4490,4490,24,2025-05-24,Organic Search,2025-06-12
4491,4491,25,2025-08-14,Paid Ads,2025-08-24
4492,4492,24,2025-06-14,Paid Ads,2025-07-01
4493,4493,16,2025-05-09,Paid Ads,2025-05-18
4494,4494,1,2024-08-30,Paid Ads,2024-09-29
4495,4495,15,2024-09-19,Organic Search,2024-09-21
4496,4496,16,2025-05-23,Direct,2025-05-26
4497,4497,6,2023-10-08,Paid Ads,2023-10-24
4498,4498,8,2024-01-07,Paid Ads,2024-02-01
4499,4499,26,2025-09-17,Organic Search,2025-10-06
4500,4500,7,2024-01-10,Paid Ads,2024-01-15
4501,4501,6,2023-10-21,Organic Search,2023-11-14
4502,4502,23,2024-06-16,Paid Ads,2024-07-12
4503,4503,14,2026-05-07,Organic Search,2026-05-09
4504,4504,6,2023-10-29,Paid Ads,2023-11-07
4505,4505,30,2026-05-21,Organic Search,2026-06-01
4506,4506,1,2024-08-06,Direct,2024-08-07
4507,4507,20,2025-11-25,Paid Ads,2025-12-17
4508,4508,15,2024-09-24,Organic Search,2024-10-12
4509,4509,15,2024-09-15,Paid Ads,2024-10-09
4510,4510,9,2025-05-21,Paid Ads,2025-06-07
4511,4511,26,2025-09-19,Organic Search,2025-10-02
4512,4512,14,2026-04-14,Direct,2026-05-01
4513,4513,7,2023-12-30,Paid Ads,2024-01-27
4514,4514,10,2024-05-12,Organic Search,2024-05-24
4515,4515,21,2026-05-10,Paid Ads,2026-06-07
4516,4516,4,2024-01-18,Direct,2024-02-17
4517,4517,26,2025-09-19,Organic Search,2025-09-23
4518,4518,13,2026-02-01,Paid Ads,2026-02-03
4519,4519,23,2024-06-15,Organic Search,2024-06-17
4520,4520,9,2025-06-01,Paid Ads,2025-06-13
4521,4521,9,2025-06-11,Organic Search,2025-06-25
4522,4522,27,2025-06-15,Organic Search,2025-06-25
4523,4523,3,2025-09-25,Organic Search,2025-10-04
4524,4524,2,2025-10-12,Organic Search,2025-11-04
4525,4525,24,2025-06-12,Direct,2025-07-10
4526,4526,5,2024-01-21,Organic Search,2024-02-14
4527,4527,11,2025-12-24,Organic Search,2025-12-24
4528,4528,27,2025-06-28,Paid Ads,2025-07-06
4529,4529,1,2024-08-19,Organic Search,2024-09-17
4530,4530,8,2024-01-10,Paid Ads,2024-01-31
4531,4531,29,2024-09-25,Organic Search,2024-10-05
4532,4532,14,2026-04-22,Paid Ads,2026-05-19
4533,4533,30,2026-05-17,Email,2026-05-26
4534,4534,27,2025-06-02,Organic Search,2025-06-19
4535,4535,29,2024-09-30,Organic Search,2024-10-12
4536,4536,1,2024-09-02,Paid Ads,2024-09-15
4537,4537,3,2025-10-04,Direct,2025-10-14
4538,4538,3,2025-09-25,Direct,2025-09-26
4539,4539,29,2024-10-01,Direct,2024-10-23
4540,4540,8,2024-01-09,Paid Ads,2024-01-24
4541,4541,18,2025-11-25,Paid Ads,2025-12-23
4542,4542,22,2026-08-18,Organic Search,2026-09-09
4543,4543,2,2025-10-13,Paid Ads,2025-10-27
4544,4544,30,2026-05-21,Direct,2026-06-11
4545,4545,23,2024-06-28,Direct,2024-07-17
4546,4546,9,2025-06-08,Direct,2025-06-29
4547,4547,25,2025-08-16,Paid Ads,2025-09-15
4548,4548,17,2026-06-13,Email,2026-06-19
4549,4549,1,2024-08-07,Organic Search,2024-08-20
4550,4550,20,2025-11-23,Direct,2025-12-20
4551,4551,26,2025-09-18,Organic Search,2025-09-22
4552,4552,1,2024-08-30,Paid Ads,2024-09-16
4553,4553,18,2025-12-02,Paid Ads,2025-12-23
4554,4554,14,2026-05-01,Paid Ads,2026-05-05
4555,4555,24,2025-06-09,Paid Ads,2025-06-21
4556,4556,28,2024-11-05,Direct,2024-11-07
4557,4557,2,2025-10-02,Organic Search,2025-10-18
4558,4558,26,2025-09-18,Direct,2025-09-23
4559,4559,15,2024-09-20,Paid Ads,2024-10-12
4560,4560,6,2023-10-15,Paid Ads,2023-10-28
4561,4561,19,2025-10-25,Paid Ads,2025-10-31
4562,4562,20,2025-11-04,Paid Ads,2025-11-08
4563,4563,20,2025-11-09,Paid Ads,2025-11-22
4564,4564,28,2024-11-09,Paid Ads,2024-11-11
4565,4565,25,2025-08-11,Organic Search,2025-08-11
4566,4566,28,2024-11-01,Organic Search,2024-11-16
4567,4567,22,2026-08-11,Organic Search,2026-08-16
4568,4568,1,2024-08-08,Paid Ads,2024-08-16
4569,4569,18,2025-12-03,Paid Ads,2025-12-13
4570,4570,3,2025-10-02,Paid Ads,2025-10-08
4571,4571,9,2025-06-01,Paid Ads,2025-06-09
4572,4572,10,2024-05-16,Paid Ads,2024-05-21
4573,4573,18,2025-12-04,Direct,2025-12-17
4574,4574,29,2024-10-06,Direct,2024-10-18
4575,4575,26,2025-09-12,Organic Search,2025-09-20
4576,4576,15,2024-09-23,Paid Ads,2024-09-24
4577,4577,8,2024-01-07,Paid Ads,2024-01-17
4578,4578,7,2023-12-29,Organic Search,2024-01-08
4579,4579,25,2025-08-14,Paid Ads,2025-08-17
4580,4580,26,2025-09-19,Paid Ads,2025-10-15
4581,4581,13,2026-02-02,Organic Search,2026-02-04
4582,4582,13,2026-01-25,Paid Ads,2026-01-27
4583,4583,20,2025-11-28,Organic Search,2025-12-08
4584,4584,28,2024-10-21,Organic Search,2024-11-15
4585,4585,22,2026-08-07,Paid Ads,2026-08-15
4586,4586,26,2025-09-19,Paid Ads,2025-09-19
4587,4587,5,2024-01-22,Direct,2024-02-18
4588,4588,20,2025-11-19,Organic Search,2025-11-30
4589,4589,13,2026-02-02,Organic Search,2026-02-24
4590,4590,22,2026-08-13,Organic Search,2026-08-23
4591,4591,30,2026-05-21,Organic Search,2026-06-12
4592,4592,19,2025-10-04,Email,2025-10-21
4593,4593,21,2026-04-28,Email,2026-05-22
4594,4594,23,2024-06-16,Paid Ads,2024-07-13
4595,4595,14,2026-05-04,Organic Search,2026-05-14
4596,4596,7,2023-12-26,Organic Search,2024-01-20
4597,4597,19,2025-10-10,Email,2025-10-28
4598,4598,19,2025-10-21,Paid Ads,2025-11-14
4599,4599,7,2024-01-02,Direct,2024-01-14
4600,4600,12,2024-03-21,Email,2024-04-07
4601,4601,7,2023-12-31,Organic Search,2024-01-17
4602,4602,1,2024-09-07,Direct,2024-10-07
4603,4603,22,2026-08-10,Organic Search,2026-08-29
4604,4604,23,2024-06-10,Paid Ads,2024-06-18
4605,4605,17,2026-06-13,Organic Search,2026-06-24
4606,4606,17,2026-06-19,Organic Search,2026-07-09
4607,4607,10,2024-05-10,Direct,2024-06-09
4608,4608,12,2024-04-03,Organic Search,2024-04-10
4609,4609,3,2025-09-22,Paid Ads,2025-09-27
4610,4610,12,2024-04-06,Organic Search,2024-04-26
4611,4611,1,2024-08-10,Email,2024-08-11
4612,4612,1,2024-08-18,Paid Ads,2024-08-25
4613,4613,30,2026-05-24,Organic Search,2026-05-25
4614,4614,17,2026-06-20,Organic Search,2026-07-18
4615,4615,12,2024-04-13,Paid Ads,2024-05-11
4616,4616,24,2025-05-23,Organic Search,2025-06-13
4617,4617,18,2025-11-25,Paid Ads,2025-12-01
4618,4618,28,2024-10-15,Organic Search,2024-11-06
4619,4619,15,2024-09-15,Paid Ads,2024-10-14
4620,4620,4,2024-01-20,Email,2024-02-15
4621,4621,5,2024-01-14,Organic Search,2024-01-27
4622,4622,22,2026-08-16,Paid Ads,2026-09-15
4623,4623,23,2024-06-04,Paid Ads,2024-06-15
4624,4624,14,2026-04-29,Organic Search,2026-05-29
4625,4625,18,2025-12-03,Paid Ads,2025-12-22
4626,4626,9,2025-05-25,Organic Search,2025-06-15
4627,4627,16,2025-05-18,Direct,2025-06-16
4628,4628,26,2025-09-18,Email,2025-09-20
4629,4629,18,2025-12-01,Organic Search,2025-12-26
4630,4630,29,2024-10-02,Direct,2024-10-27
4631,4631,28,2024-10-13,Paid Ads,2024-11-07
4632,4632,18,2025-12-01,Organic Search,2025-12-23
4633,4633,17,2026-06-19,Organic Search,2026-06-26
4634,4634,18,2025-11-28,Paid Ads,2025-12-15
4635,4635,17,2026-06-19,Paid Ads,2026-06-27
4636,4636,6,2023-10-05,Email,2023-10-24
4637,4637,11,2026-01-16,Paid Ads,2026-02-11
4638,4638,2,2025-09-27,Organic Search,2025-10-16
4639,4639,3,2025-10-05,Direct,2025-10-11
4640,4640,3,2025-09-28,Paid Ads,2025-10-01
4641,4641,20,2025-11-25,Email,2025-11-25
4642,4642,20,2025-11-02,Organic Search,2025-11-28
4643,4643,8,2024-01-10,Email,2024-01-13
4644,4644,29,2024-10-06,Organic Search,2024-10-21
4645,4645,8,2024-01-10,Direct,2024-02-04
4646,4646,9,2025-06-07,Email,2025-07-07
4647,4647,18,2025-11-26,Paid Ads,2025-12-06
4648,4648,5,2024-01-26,Email,2024-01-28
4649,4649,26,2025-09-20,Organic Search,2025-10-13
4650,4650,27,2025-06-15,Paid Ads,2025-06-18
4651,4651,24,2025-06-03,Paid Ads,2025-06-28
4652,4652,27,2025-06-23,Paid Ads,2025-07-11
4653,4653,21,2026-05-10,Paid Ads,2026-06-07
4654,4654,9,2025-06-02,Paid Ads,2025-06-28
4655,4655,22,2026-08-07,Paid Ads,2026-09-02
4656,4656,29,2024-09-20,Organic Search,2024-10-09
4657,4657,27,2025-06-19,Organic Search,2025-06-21
4658,4658,16,2025-05-10,Organic Search,2025-05-12
4659,4659,30,2026-05-23,Organic Search,2026-05-23
4660,4660,22,2026-08-11,Email,2026-09-03
4661,4661,21,2026-04-28,Organic Search,2026-05-16
4662,4662,10,2024-05-17,Organic Search,2024-06-07
4663,4663,12,2024-04-13,Direct,2024-05-01
4664,4664,28,2024-11-05,Organic Search,2024-11-18
4665,4665,20,2025-11-05,Paid Ads,2025-11-22
4666,4666,7,2024-01-15,Direct,2024-01-29
4667,4667,27,2025-06-09,Paid Ads,2025-07-03
4668,4668,4,2024-01-18,Paid Ads,2024-02-01
4669,4669,5,2024-01-28,Organic Search,2024-02-26
4670,4670,20,2025-11-14,Paid Ads,2025-11-30
4671,4671,20,2025-11-19,Email,2025-12-03
4672,4672,8,2024-01-13,Organic Search,2024-02-06
4673,4673,28,2024-10-28,Paid Ads,2024-11-23
4674,4674,10,2024-05-18,Organic Search,2024-05-19
4675,4675,17,2026-06-13,Paid Ads,2026-07-03
4676,4676,4,2024-01-27,Organic Search,2024-02-26
4677,4677,10,2024-05-12,Direct,2024-05-18
4678,4678,23,2024-06-05,Paid Ads,2024-06-25
4679,4679,28,2024-10-31,Email,2024-11-08
4680,4680,15,2024-09-25,Paid Ads,2024-10-13
4681,4681,6,2023-10-28,Paid Ads,2023-11-06
4682,4682,30,2026-05-19,Paid Ads,2026-05-26
4683,4683,18,2025-12-01,Direct,2025-12-02
4684,4684,29,2024-09-18,Organic Search,2024-09-30
4685,4685,11,2025-12-23,Direct,2025-12-26
4686,4686,17,2026-06-18,Organic Search,2026-07-09
4687,4687,10,2024-05-16,Paid Ads,2024-06-13
4688,4688,17,2026-06-18,Paid Ads,2026-07-10
4689,4689,3,2025-09-18,Direct,2025-10-16
4690,4690,22,2026-08-17,Paid Ads,2026-09-10
4691,4691,5,2024-02-03,Paid Ads,2024-02-12
4692,4692,28,2024-10-12,Email,2024-11-09
4693,4693,17,2026-06-17,Email,2026-06-18
4694,4694,7,2024-01-11,Organic Search,2024-01-21
4695,4695,25,2025-08-08,Paid Ads,2025-08-28
4696,4696,19,2025-10-14,Direct,2025-11-02
4697,4697,15,2024-09-22,Paid Ads,2024-09-23
4698,4698,8,2024-01-13,Paid Ads,2024-01-21
4699,4699,20,2025-11-02,Paid Ads,2025-11-08
4700,4700,19,2025-11-04,Paid Ads,2025-11-22
4701,4701,17,2026-06-13,Direct,2026-07-05
4702,4702,15,2024-09-20,Paid Ads,2024-10-03
4703,4703,26,2025-09-23,Paid Ads,2025-10-10
4704,4704,27,2025-06-04,Organic Search,2025-06-23
4705,4705,5,2024-02-13,Paid Ads,2024-02-24
4706,4706,23,2024-06-24,Email,2024-07-23
4707,4707,2,2025-10-09,Organic Search,2025-11-05
4708,4708,2,2025-10-01,Email,2025-10-15
4709,4709,20,2025-11-15,Email,2025-11-17
4710,4710,24,2025-06-08,Paid Ads,2025-07-05
4711,4711,4,2024-01-21,Organic Search,2024-01-25
4712,4712,22,2026-08-17,Direct,2026-09-13
4713,4713,13,2026-01-29,Direct,2026-02-28
4714,4714,22,2026-08-14,Paid Ads,2026-08-26
4715,4715,25,2025-08-15,Direct,2025-08-18
4716,4716,3,2025-10-03,Paid Ads,2025-10-10
4717,4717,1,2024-08-09,Organic Search,2024-08-28
4718,4718,22,2026-08-15,Email,2026-08-15
4719,4719,16,2025-05-02,Organic Search,2025-05-05
4720,4720,2,2025-10-09,Paid Ads,2025-11-01
4721,4721,3,2025-09-23,Organic Search,2025-10-04
4722,4722,11,2025-12-21,Paid Ads,2025-12-31
4723,4723,9,2025-06-22,Organic Search,2025-07-02
4724,4724,4,2024-01-20,Organic Search,2024-02-14
4725,4725,24,2025-06-01,Organic Search,2025-06-11
4726,4726,17,2026-06-16,Direct,2026-07-11
4727,4727,19,2025-11-03,Organic Search,2025-11-06
4728,4728,27,2025-06-17,Direct,2025-07-17
4729,4729,13,2026-01-28,Paid Ads,2026-02-19
4730,4730,22,2026-08-12,Organic Search,2026-09-03
4731,4731,23,2024-06-27,Paid Ads,2024-07-13
4732,4732,24,2025-06-21,Paid Ads,2025-07-21
4733,4733,28,2024-11-07,Organic Search,2024-12-04
4734,4734,2,2025-09-26,Paid Ads,2025-10-25
4735,4735,15,2024-09-19,Paid Ads,2024-10-18
4736,4736,2,2025-10-08,Email,2025-10-08
4737,4737,2,2025-10-05,Email,2025-10-27
4738,4738,4,2024-01-19,Paid Ads,2024-01-23
4739,4739,5,2024-01-31,Paid Ads,2024-02-14
4740,4740,5,2024-02-02,Paid Ads,2024-02-03
4741,4741,27,2025-06-14,Paid Ads,2025-06-21
4742,4742,27,2025-06-11,Email,2025-06-15
4743,4743,18,2025-11-29,Organic Search,2025-12-20
4744,4744,21,2026-05-02,Direct,2026-06-01
4745,4745,30,2026-05-19,Direct,2026-06-01
4746,4746,12,2024-03-27,Paid Ads,2024-04-15
4747,4747,15,2024-09-19,Direct,2024-10-05
4748,4748,22,2026-08-09,Paid Ads,2026-08-24
4749,4749,16,2025-05-11,Organic Search,2025-05-20
4750,4750,24,2025-06-27,Organic Search,2025-07-05
4751,4751,2,2025-10-08,Organic Search,2025-10-10
4752,4752,6,2023-11-01,Organic Search,2023-11-15
4753,4753,21,2026-05-09,Email,2026-06-05
4754,4754,10,2024-05-14,Organic Search,2024-05-28
4755,4755,1,2024-08-28,Email,2024-09-23
4756,4756,14,2026-05-10,Direct,2026-06-01
4757,4757,7,2024-01-15,Paid Ads,2024-02-09
4758,4758,13,2026-01-22,Paid Ads,2026-01-23
4759,4759,20,2025-11-07,Organic Search,2025-11-26
4760,4760,12,2024-04-12,Organic Search,2024-05-12
4761,4761,14,2026-04-28,Direct,2026-05-28
4762,4762,6,2023-09-30,Paid Ads,2023-10-28
4763,4763,12,2024-04-08,Paid Ads,2024-04-11
4764,4764,15,2024-09-20,Organic Search,2024-10-13
4765,4765,24,2025-06-09,Paid Ads,2025-06-27
4766,4766,11,2025-12-31,Paid Ads,2026-01-21
4767,4767,25,2025-08-01,Paid Ads,2025-08-05
4768,4768,4,2024-01-20,Organic Search,2024-02-11
4769,4769,4,2024-01-20,Organic Search,2024-02-03
4770,4770,24,2025-06-19,Paid Ads,2025-07-14
4771,4771,16,2025-04-30,Paid Ads,2025-05-10
4772,4772,5,2024-01-19,Organic Search,2024-02-17
4773,4773,23,2024-06-20,Organic Search,2024-07-12
4774,4774,16,2025-05-08,Paid Ads,2025-05-23
4775,4775,15,2024-09-19,Paid Ads,2024-09-21
4776,4776,12,2024-04-12,Organic Search,2024-04-17
4777,4777,25,2025-08-04,Email,2025-08-11
4778,4778,7,2024-01-18,Direct,2024-01-23
4779,4779,30,2026-05-22,Email,2026-06-17
4780,4780,21,2026-05-07,Paid Ads,2026-05-10
4781,4781,17,2026-06-20,Email,2026-07-09
4782,4782,26,2025-09-17,Paid Ads,2025-10-09
4783,4783,8,2024-01-14,Paid Ads,2024-02-03
4784,4784,15,2024-09-23,Organic Search,2024-10-20
4785,4785,23,2024-06-09,Paid Ads,2024-06-23
4786,4786,4,2024-01-19,Direct,2024-02-15
4787,4787,25,2025-08-11,Organic Search,2025-08-25
4788,4788,26,2025-09-21,Organic Search,2025-09-23
4789,4789,22,2026-08-05,Paid Ads,2026-08-13
4790,4790,6,2023-10-10,Organic Search,2023-11-07
4791,4791,27,2025-06-23,Paid Ads,2025-07-16
4792,4792,19,2025-10-03,Direct,2025-10-26
4793,4793,14,2026-04-12,Paid Ads,2026-04-24
4794,4794,10,2024-05-18,Direct,2024-05-18
4795,4795,15,2024-09-24,Paid Ads,2024-10-02
4796,4796,23,2024-06-24,Paid Ads,2024-07-21
4797,4797,2,2025-10-04,Paid Ads,2025-10-18
4798,4798,4,2024-01-19,Direct,2024-02-14
4799,4799,1,2024-08-18,Organic Search,2024-08-28
4800,4800,4,2024-01-25,Direct,2024-02-21
4801,4801,9,2025-05-28,Paid Ads,2025-06-11
4802,4802,6,2023-10-26,Paid Ads,2023-11-03
4803,4803,2,2025-10-06,Organic Search,2025-10-15
4804,4804,14,2026-05-02,Paid Ads,2026-05-31
4805,4805,10,2024-05-10,Paid Ads,2024-05-20
4806,4806,25,2025-08-04,Direct,2025-08-08
4807,4807,27,2025-06-10,Paid Ads,2025-06-28
4808,4808,10,2024-05-10,Organic Search,2024-06-04
4809,4809,2,2025-09-29,Organic Search,2025-10-12
4810,4810,22,2026-08-10,Organic Search,2026-08-30
4811,4811,25,2025-08-07,Paid Ads,2025-08-08
4812,4812,9,2025-06-20,Organic Search,2025-07-15
4813,4813,17,2026-06-13,Organic Search,2026-07-01
4814,4814,16,2025-05-06,Organic Search,2025-05-06
4815,4815,11,2026-01-26,Direct,2026-02-20
4816,4816,19,2025-09-28,Organic Search,2025-10-15
4817,4817,14,2026-04-18,Paid Ads,2026-04-29
4818,4818,28,2024-10-24,Paid Ads,2024-11-04
4819,4819,29,2024-09-21,Organic Search,2024-09-28
4820,4820,6,2023-10-12,Organic Search,2023-11-04
4821,4821,23,2024-06-17,Direct,2024-06-26
4822,4822,16,2025-05-12,Direct,2025-05-17
4823,4823,21,2026-05-05,Email,2026-05-05
4824,4824,15,2024-09-11,Organic Search,2024-10-11
4825,4825,6,2023-09-30,Paid Ads,2023-10-08
4826,4826,3,2025-09-23,Direct,2025-10-22
4827,4827,30,2026-05-17,Paid Ads,2026-06-14
4828,4828,12,2024-03-26,Organic Search,2024-04-18
4829,4829,25,2025-08-12,Paid Ads,2025-08-27
4830,4830,4,2024-01-18,Direct,2024-02-06
4831,4831,27,2025-06-15,Organic Search,2025-06-21
4832,4832,23,2024-06-30,Paid Ads,2024-07-23
4833,4833,13,2026-01-27,Organic Search,2026-02-19
4834,4834,22,2026-08-10,Direct,2026-09-07
4835,4835,26,2025-09-12,Paid Ads,2025-09-26
4836,4836,27,2025-06-10,Email,2025-06-22
4837,4837,2,2025-09-28,Organic Search,2025-10-05
4838,4838,10,2024-05-17,Organic Search,2024-05-24
4839,4839,24,2025-06-16,Paid Ads,2025-06-20
4840,4840,12,2024-03-30,Paid Ads,2024-04-20
4841,4841,4,2024-01-26,Direct,2024-02-10
4842,4842,14,2026-04-29,Paid Ads,2026-05-24
4843,4843,17,2026-06-13,Direct,2026-07-10
4844,4844,15,2024-09-16,Organic Search,2024-10-07
4845,4845,20,2025-11-03,Email,2025-11-28
4846,4846,4,2024-01-25,Organic Search,2024-01-27
4847,4847,17,2026-06-17,Email,2026-06-29
4848,4848,9,2025-06-06,Organic Search,2025-06-10
4849,4849,15,2024-09-14,Paid Ads,2024-09-24
4850,4850,9,2025-05-19,Organic Search,2025-05-24
4851,4851,17,2026-06-19,Organic Search,2026-07-06
4852,4852,4,2024-01-18,Paid Ads,2024-02-05
4853,4853,12,2024-04-01,Organic Search,2024-04-05
4854,4854,19,2025-10-23,Organic Search,2025-11-10
4855,4855,10,2024-05-13,Direct,2024-06-02
4856,4856,11,2026-01-12,Organic Search,2026-01-23
4857,4857,2,2025-10-05,Direct,2025-10-31
4858,4858,10,2024-05-14,Organic Search,2024-05-18
4859,4859,2,2025-09-27,Paid Ads,2025-10-08
4860,4860,30,2026-05-18,Organic Search,2026-06-05
4861,4861,23,2024-06-06,Email,2024-06-15
4862,4862,30,2026-05-21,Paid Ads,2026-06-06
4863,4863,7,2023-12-15,Direct,2023-12-30
4864,4864,8,2024-01-14,Organic Search,2024-02-11
4865,4865,21,2026-05-02,Paid Ads,2026-05-28
4866,4866,29,2024-09-30,Paid Ads,2024-10-17
4867,4867,20,2025-11-28,Organic Search,2025-12-10
4868,4868,15,2024-09-19,Paid Ads,2024-10-14
4869,4869,2,2025-09-30,Paid Ads,2025-10-19
4870,4870,10,2024-05-10,Paid Ads,2024-05-23
4871,4871,13,2026-01-24,Email,2026-01-29
4872,4872,27,2025-06-14,Direct,2025-07-14
4873,4873,27,2025-06-27,Organic Search,2025-07-09
4874,4874,3,2025-09-26,Direct,2025-10-12
4875,4875,7,2023-12-17,Paid Ads,2024-01-08
4876,4876,11,2026-01-25,Direct,2026-02-07
4877,4877,13,2026-01-23,Organic Search,2026-01-24
4878,4878,27,2025-06-01,Direct,2025-06-22
4879,4879,30,2026-05-22,Paid Ads,2026-05-23
4880,4880,17,2026-06-15,Paid Ads,2026-07-06
4881,4881,30,2026-05-24,Email,2026-06-18
4882,4882,7,2023-12-14,Paid Ads,2023-12-27
4883,4883,17,2026-06-13,Paid Ads,2026-06-17
4884,4884,1,2024-08-05,Paid Ads,2024-08-11
4885,4885,15,2024-09-10,Email,2024-09-29
4886,4886,28,2024-11-14,Organic Search,2024-11-23
4887,4887,28,2024-10-18,Paid Ads,2024-11-09
4888,4888,12,2024-04-16,Paid Ads,2024-04-21
4889,4889,24,2025-06-02,Direct,2025-06-19
4890,4890,17,2026-06-13,Email,2026-06-24
4891,4891,24,2025-06-29,Organic Search,2025-07-14
4892,4892,5,2024-01-14,Paid Ads,2024-02-07
4893,4893,28,2024-11-13,Organic Search,2024-12-08
4894,4894,5,2024-01-28,Organic Search,2024-02-14
4895,4895,13,2026-01-30,Email,2026-02-04
4896,4896,1,2024-09-09,Organic Search,2024-10-05
4897,4897,1,2024-08-23,Organic Search,2024-09-10
4898,4898,21,2026-04-27,Paid Ads,2026-05-27
4899,4899,10,2024-05-13,Organic Search,2024-06-09
4900,4900,15,2024-09-16,Paid Ads,2024-09-24
4901,4901,5,2024-02-09,Direct,2024-03-03
4902,4902,11,2025-12-22,Organic Search,2026-01-18
4903,4903,28,2024-10-31,Direct,2024-11-14
4904,4904,29,2024-10-04,Organic Search,2024-10-25
4905,4905,30,2026-05-23,Organic Search,2026-05-31
4906,4906,30,2026-05-21,Email,2026-05-27
4907,4907,1,2024-08-18,Paid Ads,2024-09-08
4908,4908,12,2024-04-03,Direct,2024-04-18
4909,4909,3,2025-09-24,Organic Search,2025-10-01
4910,4910,26,2025-09-15,Organic Search,2025-09-23
4911,4911,15,2024-09-20,Organic Search,2024-09-22
4912,4912,20,2025-11-04,Direct,2025-11-26
4913,4913,3,2025-09-26,Direct,2025-10-08
4914,4914,1,2024-08-09,Email,2024-08-20
4915,4915,7,2023-12-23,Paid Ads,2024-01-11
4916,4916,12,2024-04-13,Direct,2024-05-10
4917,4917,20,2025-11-22,Organic Search,2025-12-22
4918,4918,28,2024-11-05,Email,2024-11-27
4919,4919,24,2025-06-19,Paid Ads,2025-06-29
4920,4920,30,2026-05-18,Email,2026-06-01
4921,4921,21,2026-05-10,Paid Ads,2026-05-18
4922,4922,4,2024-01-17,Organic Search,2024-02-14
4923,4923,19,2025-10-15,Direct,2025-11-12
4924,4924,12,2024-03-16,Paid Ads,2024-03-23
4925,4925,2,2025-10-02,Organic Search,2025-10-28
4926,4926,11,2026-01-28,Organic Search,2026-02-05
4927,4927,2,2025-10-07,Organic Search,2025-11-04
4928,4928,8,2024-01-13,Paid Ads,2024-01-29
4929,4929,16,2025-04-28,Organic Search,2025-04-29
4930,4930,23,2024-06-30,Paid Ads,2024-07-11
4931,4931,2,2025-10-03,Organic Search,2025-10-26
4932,4932,20,2025-11-06,Paid Ads,2025-11-30
4933,4933,25,2025-08-02,Paid Ads,2025-08-30
4934,4934,26,2025-09-14,Organic Search,2025-09-21
4935,4935,28,2024-10-27,Paid Ads,2024-11-19
4936,4936,21,2026-05-09,Organic Search,2026-05-25
4937,4937,8,2024-01-14,Organic Search,2024-01-27
4938,4938,23,2024-07-01,Paid Ads,2024-07-04
4939,4939,1,2024-08-18,Organic Search,2024-09-16
4940,4940,3,2025-09-28,Paid Ads,2025-10-14
4941,4941,5,2024-02-11,Email,2024-02-22
4942,4942,11,2026-01-09,Direct,2026-02-06
4943,4943,11,2026-01-05,Organic Search,2026-01-23
4944,4944,4,2024-01-20,Paid Ads,2024-02-13
4945,4945,9,2025-06-02,Organic Search,2025-06-27
4946,4946,5,2024-02-03,Paid Ads,2024-02-15
4947,4947,3,2025-10-04,Organic Search,2025-10-19
4948,4948,14,2026-05-09,Paid Ads,2026-05-26
4949,4949,15,2024-09-24,Direct,2024-10-13
4950,4950,17,2026-06-16,Direct,2026-07-03
4951,4951,3,2025-09-22,Email,2025-10-03
4952,4952,16,2025-05-09,Direct,2025-05-18
4953,4953,23,2024-06-09,Organic Search,2024-06-27
4954,4954,3,2025-09-22,Organic Search,2025-09-24
4955,4955,7,2024-01-09,Direct,2024-02-07
4956,4956,25,2025-08-11,Direct,2025-08-13
4957,4957,24,2025-05-24,Organic Search,2025-06-07
4958,4958,11,2026-01-04,Direct,2026-01-22
4959,4959,9,2025-05-21,Direct,2025-06-05
4960,4960,30,2026-05-20,Organic Search,2026-06-15
4961,4961,13,2026-01-26,Organic Search,2026-02-07
4962,4962,16,2025-05-07,Organic Search,2025-05-17
4963,4963,13,2026-01-30,Paid Ads,2026-02-25
4964,4964,8,2024-01-14,Organic Search,2024-01-27
4965,4965,16,2025-05-28,Email,2025-06-18
4966,4966,25,2025-08-15,Direct,2025-09-01
4967,4967,8,2024-01-14,Organic Search,2024-01-22
4968,4968,27,2025-06-06,Organic Search,2025-06-28
4969,4969,26,2025-09-23,Paid Ads,2025-10-12
4970,4970,17,2026-06-13,Paid Ads,2026-06-29
4971,4971,10,2024-05-13,Paid Ads,2024-05-30
4972,4972,3,2025-09-19,Organic Search,2025-10-03
4973,4973,28,2024-10-14,Email,2024-10-27
4974,4974,21,2026-05-02,Paid Ads,2026-05-30
4975,4975,11,2026-01-21,Direct,2026-02-11
4976,4976,15,2024-09-20,Paid Ads,2024-09-29
4977,4977,11,2026-01-14,Email,2026-02-03
4978,4978,11,2026-01-18,Paid Ads,2026-02-11
4979,4979,20,2025-11-22,Paid Ads,2025-12-14
4980,4980,29,2024-09-17,Direct,2024-10-08
4981,4981,3,2025-09-22,Direct,2025-10-20
4982,4982,21,2026-05-01,Direct,2026-05-24
4983,4983,9,2025-06-24,Paid Ads,2025-07-12
4984,4984,21,2026-04-29,Organic Search,2026-05-22
4985,4985,16,2025-05-18,Paid Ads,2025-06-08
4986,4986,8,2024-01-09,Paid Ads,2024-01-10
4987,4987,13,2026-01-27,Email,2026-02-01
4988,4988,12,2024-03-18,Paid Ads,2024-04-12
